scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,gt_scope,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,selective_global_budget_bytes,selective_global_admitted_bytes,selective_global_candidate_bytes,selective_global_admitted_links,selective_global_candidate_links,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,sgcp_frame_mbps_budget,sgcp_frame_budget_bytes,sgcp_frame_budget_original_bytes,sgcp_frame_budget_admitted_bytes,upload_density_cap_rho,edgecooper_pmax_density_cap_rho,local_preserving_output,local_preserving_extra_calls,local_preserving_extra_point_counts_json,upload_density_cap_seed,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_29_02_32_08,000060,1,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;4,1;4,4,"{""4"": 7}","{""1"": 13948, ""4"": 6741}",107856,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""1"": 13948}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],4>1:5,,27,72,
2026_07_29_02_32_08,000060,2,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,2,2,,{},"{""2"": 13829}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,22,72,
2026_07_29_02_32_08,000060,3,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;18,3,,{},"{""3"": 14168}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,18,65,
2026_07_29_02_32_08,000060,4,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;4,4,,{},"{""4"": 13839}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,20,71,
2026_07_29_02_32_08,000060,5,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;9;10,5;9;10,9;10,"{""9"": 6, ""10"": 30}","{""5"": 13942, ""9"": 6742, ""10"": 5554}",196736,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""5"": 13942}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],9>5:2;10>5:1,,25,48,
2026_07_29_02_32_08,000060,6,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,6,,{},"{""6"": 12973}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,12,49,
2026_07_29_02_32_08,000060,7,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,7,7,,{},"{""7"": 13936}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,24,51,
2026_07_29_02_32_08,000060,8,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,8,,{},"{""8"": 13742}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,21,47,
2026_07_29_02_32_08,000060,9,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;9,9,,{},"{""9"": 13819}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,19,54,
2026_07_29_02_32_08,000060,10,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;10,10,,{},"{""10"": 14073}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,22,66,
2026_07_29_02_32_08,000060,11,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,11;8,8,"{""8"": 23}","{""8"": 1919, ""11"": 13866}",30704,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""11"": 13866}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],8>11:4,,22,69,
2026_07_29_02_32_08,000060,12,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,12,12,,{},"{""12"": 13881}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,21,53,
2026_07_29_02_32_08,000060,13,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,13,13,,{},"{""13"": 13569}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,12,55,
2026_07_29_02_32_08,000060,14,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,14,14,,{},"{""14"": 14331}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,3,7,
2026_07_29_02_32_08,000060,15,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,15;6,6,"{""6"": 6}","{""6"": 6741, ""15"": 13458}",107856,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""15"": 13458}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],6>15:0,,17,59,
2026_07_29_02_32_08,000060,16,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,16;19,16,,{},"{""16"": 13819}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,26,64,
2026_07_29_02_32_08,000060,17,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,17;18,17,,{},"{""17"": 14142}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,17,65,
2026_07_29_02_32_08,000060,18,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;17;18,18;3;17,3;17,"{""3"": 4, ""17"": 15}","{""3"": 6742, ""17"": 6742, ""18"": 14258}",215744,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""18"": 14258}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],3>18:0;17>18:3,,18,49,
2026_07_29_02_32_08,000060,19,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,16;19;20,19;16;20,16;20,"{""16"": 4, ""20"": 18}","{""16"": 6742, ""19"": 13725, ""20"": 6742}",215744,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""19"": 13725}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],16>19:7;20>19:6,,24,54,
2026_07_29_02_32_08,000060,20,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,19;20,20,,{},"{""20"": 13918}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[874640],,,22,62,
2026_07_29_02_32_08,000062,1,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;4,1;4,4,"{""4"": 8}","{""1"": 13948, ""4"": 6738}",107808,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""1"": 13948}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],4>1:5,,25,72,
2026_07_29_02_32_08,000062,2,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,2,2,,{},"{""2"": 13829}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,21,72,
2026_07_29_02_32_08,000062,3,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;18,3,,{},"{""3"": 14164}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,20,65,
2026_07_29_02_32_08,000062,4,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;4,4,,{},"{""4"": 13826}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,18,71,
2026_07_29_02_32_08,000062,5,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;9;10,5;9;10,9;10,"{""9"": 6, ""10"": 31}","{""5"": 13942, ""9"": 6742, ""10"": 5631}",197968,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""5"": 13942}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],9>5:2;10>5:1,,26,48,
2026_07_29_02_32_08,000062,6,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,6,,{},"{""6"": 13002}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,12,49,
2026_07_29_02_32_08,000062,7,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,7,7,,{},"{""7"": 13932}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,24,51,
2026_07_29_02_32_08,000062,8,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,8,,{},"{""8"": 13742}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,22,47,
2026_07_29_02_32_08,000062,9,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;9,9,,{},"{""9"": 13818}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,17,54,
2026_07_29_02_32_08,000062,10,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;10,10,,{},"{""10"": 14074}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,22,67,
2026_07_29_02_32_08,000062,11,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,11;8,8,"{""8"": 23}","{""8"": 1916, ""11"": 13869}",30656,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""11"": 13869}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],8>11:3,,20,69,
2026_07_29_02_32_08,000062,12,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,12,12,,{},"{""12"": 13882}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,15,53,
2026_07_29_02_32_08,000062,13,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,13,13,,{},"{""13"": 13569}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,12,55,
2026_07_29_02_32_08,000062,14,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,14,14,,{},"{""14"": 14313}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,3,7,
2026_07_29_02_32_08,000062,15,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,15;6,6,"{""6"": 6}","{""6"": 6740, ""15"": 13488}",107840,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""15"": 13488}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],6>15:0,,16,60,
2026_07_29_02_32_08,000062,16,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,16;19,16,,{},"{""16"": 13788}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,23,66,
2026_07_29_02_32_08,000062,17,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,17;18,17,,{},"{""17"": 14128}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,21,65,
2026_07_29_02_32_08,000062,18,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;17;18,18;3;17,3;17,"{""3"": 6, ""17"": 13}","{""3"": 6742, ""17"": 6742, ""18"": 14261}",215744,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""18"": 14261}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],3>18:0;17>18:4,,17,49,
2026_07_29_02_32_08,000062,19,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,16;19;20,19;16;20,16;20,"{""16"": 5, ""20"": 18}","{""16"": 6741, ""19"": 13710, ""20"": 6742}",215728,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""19"": 13710}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],16>19:7;20>19:6,,19,54,
2026_07_29_02_32_08,000062,20,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,19;20,20,,{},"{""20"": 13916}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[875744],,,24,62,
2026_07_29_02_32_08,000064,1,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;2;4,1;2;4,2;4,"{""2"": 24, ""4"": 8}","{""1"": 13948, ""2"": 3794, ""4"": 6741}",168560,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""1"": 13948}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],2>1:1;4>1:8,,32,72,
2026_07_29_02_32_08,000064,2,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;2,2,,{},"{""2"": 13829}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,21,72,
2026_07_29_02_32_08,000064,3,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;18,3,,{},"{""3"": 14159}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,18,65,
2026_07_29_02_32_08,000064,4,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,1;4,4,,{},"{""4"": 13808}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,19,71,
2026_07_29_02_32_08,000064,5,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;7;13,5;7;13,7;13,"{""7"": 7, ""13"": 6}","{""5"": 13941, ""7"": 6741, ""13"": 6742}",215728,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""5"": 13941}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],7>5:5;13>5:7,,23,47,
2026_07_29_02_32_08,000064,6,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,6,,{},"{""6"": 13022}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,12,49,
2026_07_29_02_32_08,000064,7,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;7,7,,{},"{""7"": 13939}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,24,51,
2026_07_29_02_32_08,000064,8,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,8,,{},"{""8"": 13743}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,23,47,
2026_07_29_02_32_08,000064,9,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,9;16,9;16,16,"{""16"": 3}","{""9"": 13818, ""16"": 6738}",107808,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""9"": 13818}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],16>9:6,,22,54,
2026_07_29_02_32_08,000064,10,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,10;20,10,,{},"{""10"": 14075}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,22,67,
2026_07_29_02_32_08,000064,11,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,8;11,11;8,8,"{""8"": 23}","{""8"": 1914, ""11"": 13865}",30624,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""11"": 13865}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],8>11:3,,22,69,
2026_07_29_02_32_08,000064,12,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,12,12,,{},"{""12"": 13868}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,17,54,
2026_07_29_02_32_08,000064,13,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,5;13,13,,{},"{""13"": 13570}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,12,55,
2026_07_29_02_32_08,000064,14,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,14,14,,{},"{""14"": 14309}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,3,7,
2026_07_29_02_32_08,000064,15,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,6;15,15;6,6,"{""6"": 6}","{""6"": 6736, ""15"": 13466}",107776,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""15"": 13466}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],6>15:0,,16,61,
2026_07_29_02_32_08,000064,16,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,9;16,16,,{},"{""16"": 13804}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,24,68,
2026_07_29_02_32_08,000064,17,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,17;18,17,,{},"{""17"": 14138}",0,59.995550611790875,10,40.0,60.0,,,,,,,0,,{},,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],,,17,65,
2026_07_29_02_32_08,000064,18,all-cavs,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,fullperception_pcs,full-frame,grid,utility,utility,none,0,0,,singleton,20,,,,,,,3;17;18,18;3;17,3;17,"{""3"": 6, ""17"": 12}","{""3"": 6742, ""17"": 6742, ""18"": 14230}",215744,59.995550611790875,10,40.0,60.0,,,,,,,1,1,"{""18"": 14230}",,2,ns3,899,0.5,10,12,28,1,1,[59.995550611790875],[1016048],3>18:0;17>18:4,,18,47,
