scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,sgcp_frame_mbps_budget,sgcp_frame_budget_bytes,sgcp_frame_budget_original_bytes,sgcp_frame_budget_admitted_bytes,upload_density_cap_rho,upload_density_cap_seed,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_29_02_32_08,000060,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,1;2;8;11,1;11,11,"{""11"": 22}","{""1"": 13948, ""11"": 3241}",51856,28.840934371523915,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],11>1:0,,25,47,
2026_07_29_02_32_08,000060,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,9;10,10;9,9,"{""9"": 22}","{""9"": 1983, ""10"": 14073}",31728,17.64627363737486,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],9>10:1,,22,40,
2026_07_29_02_32_08,000060,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,4;7;12,12;4;7,4;7,"{""4"": 22, ""7"": 21}","{""4"": 1910, ""7"": 3049, ""12"": 13881}",79344,27.132369299221356,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],4>12:9;7>12:2,,24,52,
2026_07_29_02_32_08,000060,13,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,13;14;19,13;14;19,14;19,"{""14"": 22, ""19"": 4}","{""13"": 13569, ""14"": 4882, ""19"": 559}",87056,43.44382647385984,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],14>13:3;19>13:8,,3,25,
2026_07_29_02_32_08,000060,15,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,6;15,15,,{},"{""15"": 13458}",0,0.0,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],,,17,21,
2026_07_29_02_32_08,000060,16,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,5;16;20,16,,{},"{""16"": 13819}",0,0.0,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],,,18,32,
2026_07_29_02_32_08,000060,17,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,3;17;18,17,,{},"{""17"": 14142}",0,0.0,10,40.0,60.0,20.0,250000,419104,249984,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],,,11,18,
2026_07_29_02_32_08,000062,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,1;2;8;11,1;11,11,"{""11"": 22}","{""1"": 13948, ""11"": 3291}",52656,29.28587319243604,10,40.0,60.0,20.0,250000,420448,249920,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],11>1:0,,25,47,
2026_07_29_02_32_08,000062,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,9;10,10;9,9,"{""9"": 22}","{""9"": 1975, ""10"": 14074}",31600,17.57508342602892,10,40.0,60.0,20.0,250000,420448,249920,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],9>10:1,,21,38,
2026_07_29_02_32_08,000062,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,4;7;12,12;4;7,4;7,"{""4"": 22, ""7"": 22}","{""4"": 1936, ""7"": 3082, ""12"": 13882}",80288,27.42602892102336,10,40.0,60.0,20.0,250000,420448,249920,3.0,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],4>12:8;7>12:2,,27,53,
